record_id,timestamp,entity_type,location_zone,sensor_temp_c,mkt_value,anomaly_flag,confidence_score
REC-00857,2025-08-25,Monoclonal Antibodies,Chicago O'Hare Bio,23.881,23.555,0,0.98
REC-00858,2025-07-02,Cell Therapy Kits,Chicago O'Hare Bio,55.017,72.521,0,0.964
REC-00859,2025-04-04,Enzyme Replacements,Basel Logistics,56.216,72.306,0,0.955
REC-00860,2025-06-04,Cell Therapy Kits,Frankfurt Pharma Hub,55.426,56.857,0,0.895
REC-00861,2025-05-25,Insulin Analogs,Tokyo Narita Cold,38.927,50.815,0,0.897
REC-00862,2025-04-24,Enzyme Replacements,Liege Cargo Port,68.62,91.007,0,0.958
REC-00863,2025-12-26,Insulin Analogs,Tokyo Narita Cold,87.863,79.804,0,0.882
REC-00864,2025-06-28,Cell Therapy Kits,Basel Logistics,79.448,102.874,0,0.964
REC-00865,2025-06-25,Cell Therapy Kits,Frankfurt Pharma Hub,73.279,66.632,0,0.956
REC-00866,2025-12-19,Cell Therapy Kits,Basel Logistics,27.836,37.316,0,0.964
REC-00867,2025-02-27,mRNA Vaccines,Tokyo Narita Cold,74.373,64.798,0,0.967
REC-00868,2025-09-20,mRNA Vaccines,Tokyo Narita Cold,20.108,19.636,0,0.953
REC-00869,2025-02-19,Enzyme Replacements,Basel Logistics,59.946,56.949,0,0.883
REC-00870,2025-03-16,Enzyme Replacements,Chicago O'Hare Bio,39.937,51.022,0,0.947
REC-00871,2025-09-16,mRNA Vaccines,Frankfurt Pharma Hub,79.665,98.117,0,0.959
REC-00872,2025-05-25,Enzyme Replacements,Frankfurt Pharma Hub,92.754,83.418,1,0.935
REC-00873,2025-09-01,Enzyme Replacements,Basel Logistics,47.372,62.951,0,0.919
REC-00874,2025-07-14,Monoclonal Antibodies,Liege Cargo Port,29.342,26.596,0,0.894
REC-00875,2025-02-26,Monoclonal Antibodies,Tokyo Narita Cold,74.793,89.929,0,0.884
REC-00876,2025-06-17,mRNA Vaccines,Tokyo Narita Cold,34.107,39.23,0,0.987
REC-00877,2025-08-16,Enzyme Replacements,Tokyo Narita Cold,34.7,44.336,0,0.888
REC-00878,2025-09-01,Cell Therapy Kits,Basel Logistics,11.087,13.161,0,0.924
REC-00879,2025-09-25,mRNA Vaccines,Frankfurt Pharma Hub,22.186,23.302,0,0.891
REC-00880,2025-03-28,Cell Therapy Kits,Basel Logistics,38.784,44.504,0,0.894
REC-00881,2025-08-06,Cell Therapy Kits,Liege Cargo Port,60.46,74.254,0,0.984
REC-00882,2025-07-02,Enzyme Replacements,Tokyo Narita Cold,93.939,103.869,1,0.93
REC-00883,2025-03-04,Insulin Analogs,Tokyo Narita Cold,29.62,39.134,1,0.961
REC-00884,2025-02-04,mRNA Vaccines,Basel Logistics,42.524,50.587,0,0.948
REC-00885,2025-02-19,Enzyme Replacements,Tokyo Narita Cold,77.382,73.588,0,0.934
REC-00886,2025-05-14,Cell Therapy Kits,Liege Cargo Port,56.463,74.886,1,0.927
REC-00887,2025-03-02,Insulin Analogs,Chicago O'Hare Bio,82.494,88.374,1,0.899
REC-00888,2025-12-04,Monoclonal Antibodies,Tokyo Narita Cold,46.608,46.898,0,0.964
REC-00889,2025-10-19,Insulin Analogs,Liege Cargo Port,68.257,77.547,0,0.974
REC-00890,2025-09-17,Insulin Analogs,Chicago O'Hare Bio,52.049,69.508,0,0.919
REC-00891,2025-05-26,mRNA Vaccines,Frankfurt Pharma Hub,60.189,55.019,0,0.969
REC-00892,2025-10-26,Cell Therapy Kits,Tokyo Narita Cold,18.275,18.687,0,0.919
REC-00893,2025-12-05,Monoclonal Antibodies,Basel Logistics,65.087,74.607,0,0.887
REC-00894,2025-06-06,Cell Therapy Kits,Basel Logistics,11.676,11.828,0,0.975
REC-00895,2025-10-18,Insulin Analogs,Chicago O'Hare Bio,11.734,12.73,1,0.915
REC-00896,2025-10-20,Cell Therapy Kits,Liege Cargo Port,18.307,20.031,0,0.903
REC-00897,2025-09-12,Cell Therapy Kits,Basel Logistics,62.26,64.232,0,0.935
REC-00898,2025-02-08,Monoclonal Antibodies,Chicago O'Hare Bio,32.538,32.494,0,0.969
REC-00899,2025-11-16,Enzyme Replacements,Frankfurt Pharma Hub,60.308,59.505,0,0.938
REC-00900,2025-08-07,Cell Therapy Kits,Frankfurt Pharma Hub,65.381,65.441,0,0.928
REC-00901,2025-10-04,Monoclonal Antibodies,Tokyo Narita Cold,44.196,51.377,0,0.964
REC-00902,2025-04-03,Enzyme Replacements,Basel Logistics,59.032,56.463,0,0.962
REC-00903,2025-08-28,Enzyme Replacements,Liege Cargo Port,82.486,107.514,0,0.96
REC-00904,2025-01-31,Monoclonal Antibodies,Chicago O'Hare Bio,49.311,47.841,0,0.964
REC-00905,2025-08-11,Cell Therapy Kits,Frankfurt Pharma Hub,63.884,81.323,0,0.912
REC-00906,2025-03-24,Enzyme Replacements,Basel Logistics,44.499,40.351,0,0.907
REC-00907,2025-06-08,Insulin Analogs,Liege Cargo Port,94.26,100.011,1,0.902
REC-00908,2025-05-20,mRNA Vaccines,Chicago O'Hare Bio,77.122,76.265,0,0.951
REC-00909,2025-01-22,mRNA Vaccines,Frankfurt Pharma Hub,83.065,74.091,0,0.975
REC-00910,2025-07-28,mRNA Vaccines,Tokyo Narita Cold,90.169,109.295,1,0.892
REC-00911,2025-09-14,Enzyme Replacements,Liege Cargo Port,90.722,119.37,1,0.977
REC-00912,2025-05-02,mRNA Vaccines,Chicago O'Hare Bio,37.989,43.39,0,0.962
REC-00913,2025-05-01,Monoclonal Antibodies,Basel Logistics,19.079,18.26,0,0.925
REC-00914,2025-10-29,Insulin Analogs,Liege Cargo Port,41.85,55.424,0,0.927
REC-00915,2025-12-16,Cell Therapy Kits,Basel Logistics,40.855,49.346,0,0.882
REC-00916,2025-11-07,mRNA Vaccines,Basel Logistics,31.504,32.838,0,0.957
REC-00917,2025-12-17,Enzyme Replacements,Basel Logistics,82.9,86.567,0,0.923
REC-00918,2025-05-11,mRNA Vaccines,Basel Logistics,35.281,45.149,0,0.928
REC-00919,2025-06-12,Insulin Analogs,Frankfurt Pharma Hub,33.293,29.632,0,0.934
REC-00920,2025-07-31,Insulin Analogs,Frankfurt Pharma Hub,80.074,96.028,0,0.919
REC-00921,2025-11-05,Cell Therapy Kits,Tokyo Narita Cold,69.093,85.053,0,0.9
REC-00922,2025-08-16,Monoclonal Antibodies,Frankfurt Pharma Hub,44.056,51.288,0,0.889
REC-00923,2025-03-22,Enzyme Replacements,Basel Logistics,81.992,97.806,0,0.915
REC-00924,2025-09-02,Cell Therapy Kits,Basel Logistics,68.435,86.46,0,0.902
REC-00925,2025-08-01,Monoclonal Antibodies,Tokyo Narita Cold,84.493,111.732,0,0.905
REC-00926,2025-01-12,Enzyme Replacements,Basel Logistics,87.082,116.434,0,0.957
REC-00927,2025-03-28,Insulin Analogs,Liege Cargo Port,46.457,45.532,0,0.92
REC-00928,2025-10-18,mRNA Vaccines,Liege Cargo Port,46.988,61.554,0,0.954
REC-00929,2025-03-02,Monoclonal Antibodies,Basel Logistics,90.414,113.624,1,0.962
REC-00930,2025-07-15,Insulin Analogs,Basel Logistics,61.007,82.213,0,0.954
REC-00931,2025-08-03,Insulin Analogs,Basel Logistics,12.446,16.654,0,0.93
REC-00932,2025-05-08,Enzyme Replacements,Tokyo Narita Cold,17.288,18.748,0,0.987
REC-00933,2025-07-23,Monoclonal Antibodies,Tokyo Narita Cold,70.219,85.53,0,0.89
REC-00934,2025-01-31,Cell Therapy Kits,Basel Logistics,50.029,51.387,0,0.954
REC-00935,2025-11-03,mRNA Vaccines,Chicago O'Hare Bio,52.886,55.026,0,0.954
REC-00936,2025-03-09,mRNA Vaccines,Liege Cargo Port,25.247,23.604,0,0.917
REC-00937,2025-08-28,mRNA Vaccines,Chicago O'Hare Bio,70.372,75.049,0,0.914
REC-00938,2025-03-07,Cell Therapy Kits,Chicago O'Hare Bio,88.73,87.972,0,0.947
REC-00939,2025-05-16,Cell Therapy Kits,Tokyo Narita Cold,85.877,86.544,0,0.964
REC-00940,2025-03-19,Insulin Analogs,Frankfurt Pharma Hub,26.058,22.86,0,0.932
REC-00941,2025-03-25,Insulin Analogs,Frankfurt Pharma Hub,94.592,124.256,1,0.919
REC-00942,2025-10-15,Insulin Analogs,Tokyo Narita Cold,19.562,23.668,0,0.918
REC-00943,2025-04-15,Monoclonal Antibodies,Basel Logistics,73.745,93.014,0,0.953
REC-00944,2025-04-19,mRNA Vaccines,Liege Cargo Port,75.182,70.692,0,0.907
REC-00945,2025-09-13,mRNA Vaccines,Chicago O'Hare Bio,12.207,14.534,0,0.923
REC-00946,2025-10-30,Cell Therapy Kits,Basel Logistics,12.454,13.452,0,0.933
REC-00947,2025-11-18,Enzyme Replacements,Frankfurt Pharma Hub,38.001,33.134,0,0.93
REC-00948,2025-10-19,Monoclonal Antibodies,Frankfurt Pharma Hub,78.132,77.466,0,0.962
REC-00949,2025-10-08,Insulin Analogs,Frankfurt Pharma Hub,43.903,41.225,0,0.975
REC-00950,2025-02-15,Monoclonal Antibodies,Basel Logistics,43.023,45.226,0,0.985
REC-00951,2025-03-20,Cell Therapy Kits,Tokyo Narita Cold,78.094,95.114,0,0.979
REC-00952,2025-11-05,Cell Therapy Kits,Frankfurt Pharma Hub,80.724,89.307,0,0.977
REC-00953,2025-09-01,Enzyme Replacements,Liege Cargo Port,45.961,56.451,0,0.948
REC-00954,2025-08-11,Insulin Analogs,Frankfurt Pharma Hub,13.437,13.717,0,0.905
REC-00955,2025-12-18,Insulin Analogs,Liege Cargo Port,63.513,70.648,0,0.928
REC-00956,2025-09-02,Monoclonal Antibodies,Basel Logistics,68.167,68.181,0,0.927
REC-00957,2025-10-19,Enzyme Replacements,Frankfurt Pharma Hub,87.971,97.358,0,0.925
REC-00958,2025-08-26,Enzyme Replacements,Chicago O'Hare Bio,40.214,45.956,0,0.882
REC-00959,2025-12-05,Monoclonal Antibodies,Basel Logistics,81.647,71.248,0,0.957
REC-00960,2025-06-10,Insulin Analogs,Tokyo Narita Cold,63.024,61.923,0,0.976
REC-00961,2025-04-06,Monoclonal Antibodies,Frankfurt Pharma Hub,73.497,84.67,0,0.892
REC-00962,2025-10-01,mRNA Vaccines,Tokyo Narita Cold,19.918,18.641,0,0.956
REC-00963,2025-12-03,Insulin Analogs,Chicago O'Hare Bio,62.572,83.656,0,0.954
REC-00964,2025-12-20,Insulin Analogs,Chicago O'Hare Bio,17.449,16.01,0,0.97
REC-00965,2025-12-23,mRNA Vaccines,Basel Logistics,50.895,46.955,0,0.973
REC-00966,2025-10-03,mRNA Vaccines,Chicago O'Hare Bio,75.426,69.7,0,0.893
REC-00967,2025-03-20,Insulin Analogs,Tokyo Narita Cold,50.077,64.093,0,0.902
REC-00968,2025-10-19,mRNA Vaccines,Chicago O'Hare Bio,10.669,12.432,0,0.988
REC-00969,2025-09-11,Enzyme Replacements,Liege Cargo Port,94.917,82.436,1,0.936
REC-00970,2025-11-10,Insulin Analogs,Basel Logistics,70.715,78.787,0,0.915
REC-00971,2025-02-02,Insulin Analogs,Tokyo Narita Cold,19.94,23.157,0,0.929
REC-00972,2025-08-12,Monoclonal Antibodies,Chicago O'Hare Bio,71.728,77.798,0,0.936
REC-00973,2025-10-28,Cell Therapy Kits,Liege Cargo Port,82.544,99.68,0,0.977
REC-00974,2025-07-19,Cell Therapy Kits,Tokyo Narita Cold,77.979,99.21,0,0.911
REC-00975,2025-02-14,Insulin Analogs,Basel Logistics,24.73,22.953,0,0.967
REC-00976,2025-09-10,Monoclonal Antibodies,Basel Logistics,57.331,77.376,0,0.909
REC-00977,2025-12-13,Monoclonal Antibodies,Liege Cargo Port,12.717,11.214,0,0.948
REC-00978,2025-03-03,Monoclonal Antibodies,Tokyo Narita Cold,31.915,32.558,0,0.885
REC-00979,2025-10-13,Monoclonal Antibodies,Liege Cargo Port,61.365,55.356,0,0.984
REC-00980,2025-08-23,mRNA Vaccines,Liege Cargo Port,61.821,79.081,0,0.942
REC-00981,2025-09-17,Monoclonal Antibodies,Frankfurt Pharma Hub,84.024,109.693,0,0.912
REC-00982,2025-08-15,Insulin Analogs,Frankfurt Pharma Hub,23.115,23.852,0,0.894
REC-00983,2025-04-14,Insulin Analogs,Frankfurt Pharma Hub,30.852,38.706,0,0.936
REC-00984,2025-02-13,Cell Therapy Kits,Tokyo Narita Cold,40.655,48.074,0,0.963
REC-00985,2025-08-04,Monoclonal Antibodies,Tokyo Narita Cold,45.14,47.607,0,0.974
REC-00986,2025-12-16,mRNA Vaccines,Tokyo Narita Cold,22.375,19.13,0,0.984
REC-00987,2025-02-13,Cell Therapy Kits,Tokyo Narita Cold,93.465,87.125,1,0.964
REC-00988,2025-12-05,Monoclonal Antibodies,Liege Cargo Port,14.914,17.387,0,0.953
REC-00989,2025-09-24,Insulin Analogs,Tokyo Narita Cold,85.292,102.384,0,0.959
REC-00990,2025-06-10,mRNA Vaccines,Chicago O'Hare Bio,86.518,99.946,0,0.924
REC-00991,2025-11-26,Enzyme Replacements,Liege Cargo Port,77.009,90.564,0,0.978
REC-00992,2025-11-29,Monoclonal Antibodies,Chicago O'Hare Bio,17.164,19.202,0,0.959
REC-00993,2025-03-06,Enzyme Replacements,Chicago O'Hare Bio,28.167,31.148,0,0.917
REC-00994,2025-11-22,mRNA Vaccines,Frankfurt Pharma Hub,85.677,95.955,0,0.972
REC-00995,2025-06-05,Enzyme Replacements,Frankfurt Pharma Hub,72.219,91.775,0,0.936
REC-00996,2025-03-05,mRNA Vaccines,Tokyo Narita Cold,35.327,43.043,0,0.988
REC-00997,2025-10-25,Enzyme Replacements,Liege Cargo Port,29.876,29.864,0,0.97
REC-00998,2025-10-21,Monoclonal Antibodies,Tokyo Narita Cold,54.172,52.754,0,0.944
REC-00999,2025-07-04,mRNA Vaccines,Basel Logistics,70.489,89.114,0,0.887
REC-01000,2025-03-08,Monoclonal Antibodies,Tokyo Narita Cold,16.636,19.77,0,0.941
REC-01001,2025-07-22,Enzyme Replacements,Tokyo Narita Cold,64.099,86.422,0,0.984
REC-01002,2025-08-02,Monoclonal Antibodies,Liege Cargo Port,20.806,25.083,0,0.957
REC-01003,2025-09-28,Monoclonal Antibodies,Tokyo Narita Cold,50.235,61.45,0,0.921
REC-01004,2025-03-02,Insulin Analogs,Frankfurt Pharma Hub,20.274,23.029,1,0.897
REC-01005,2025-07-10,Cell Therapy Kits,Chicago O'Hare Bio,34.988,30.229,0,0.966
REC-01006,2025-08-04,Cell Therapy Kits,Chicago O'Hare Bio,28.324,35.676,0,0.893
REC-01007,2025-06-28,mRNA Vaccines,Tokyo Narita Cold,50.9,51.147,0,0.917
REC-01008,2025-07-13,Enzyme Replacements,Basel Logistics,74.766,82.421,0,0.929
REC-01009,2025-08-18,Cell Therapy Kits,Frankfurt Pharma Hub,77.984,92.197,0,0.906
REC-01010,2025-07-22,Enzyme Replacements,Frankfurt Pharma Hub,91.437,118.413,1,0.951
REC-01011,2025-03-26,Enzyme Replacements,Chicago O'Hare Bio,57.689,52.606,0,0.901
REC-01012,2025-11-13,Enzyme Replacements,Frankfurt Pharma Hub,91.37,101.501,1,0.935
REC-01013,2025-01-10,Enzyme Replacements,Basel Logistics,91.802,90.653,1,0.971
REC-01014,2025-10-24,mRNA Vaccines,Liege Cargo Port,61.583,64.718,1,0.975
REC-01015,2025-01-12,Insulin Analogs,Basel Logistics,45.27,57.938,0,0.908
REC-01016,2025-02-28,Enzyme Replacements,Basel Logistics,34.255,32.245,0,0.897
REC-01017,2025-07-28,Monoclonal Antibodies,Frankfurt Pharma Hub,62.23,63.017,1,0.886
REC-01018,2025-07-19,Cell Therapy Kits,Basel Logistics,45.09,45.636,0,0.971
REC-01019,2025-03-03,Monoclonal Antibodies,Basel Logistics,73.931,84.504,0,0.963
REC-01020,2025-07-17,Cell Therapy Kits,Frankfurt Pharma Hub,37.059,41.749,0,0.883
REC-01021,2025-11-21,mRNA Vaccines,Chicago O'Hare Bio,57.096,65.266,0,0.964
REC-01022,2025-11-30,Cell Therapy Kits,Liege Cargo Port,44.573,39.757,0,0.902
REC-01023,2025-03-14,Enzyme Replacements,Basel Logistics,76.472,85.554,0,0.98
REC-01024,2025-08-20,mRNA Vaccines,Tokyo Narita Cold,91.695,106.4,1,0.898
REC-01025,2025-01-31,Cell Therapy Kits,Liege Cargo Port,31.326,37.278,0,0.973
REC-01026,2025-04-19,Enzyme Replacements,Chicago O'Hare Bio,13.866,16.911,0,0.913
REC-01027,2025-07-22,mRNA Vaccines,Basel Logistics,71.631,96.66,0,0.903
REC-01028,2025-09-16,Cell Therapy Kits,Chicago O'Hare Bio,93.269,112.284,1,0.953
REC-01029,2025-06-14,Monoclonal Antibodies,Tokyo Narita Cold,91.514,92.816,1,0.895
REC-01030,2025-01-02,Insulin Analogs,Frankfurt Pharma Hub,86.623,102.765,0,0.978
REC-01031,2025-12-27,Insulin Analogs,Liege Cargo Port,16.898,21.771,0,0.939
REC-01032,2025-12-10,mRNA Vaccines,Chicago O'Hare Bio,92.623,96.16,1,0.923
REC-01033,2025-12-23,mRNA Vaccines,Tokyo Narita Cold,41.491,39.271,1,0.962
REC-01034,2025-05-24,Cell Therapy Kits,Basel Logistics,17.647,20.413,0,0.959
REC-01035,2025-04-30,Cell Therapy Kits,Frankfurt Pharma Hub,33.864,44.1,0,0.903
REC-01036,2025-04-11,Insulin Analogs,Frankfurt Pharma Hub,83.943,95.238,0,0.941
REC-01037,2025-12-04,Enzyme Replacements,Liege Cargo Port,24.92,28.511,0,0.894
REC-01038,2025-10-19,Enzyme Replacements,Chicago O'Hare Bio,26.307,31.279,0,0.956
REC-01039,2025-09-30,Cell Therapy Kits,Liege Cargo Port,85.064,72.388,0,0.954
REC-01040,2025-11-29,Cell Therapy Kits,Tokyo Narita Cold,81.769,86.139,0,0.937
REC-01041,2025-09-11,Enzyme Replacements,Frankfurt Pharma Hub,85.123,81.912,0,0.926
REC-01042,2025-08-18,mRNA Vaccines,Tokyo Narita Cold,26.542,23.646,0,0.883
REC-01043,2025-04-26,Insulin Analogs,Frankfurt Pharma Hub,87.945,83.41,0,0.887
REC-01044,2025-11-17,mRNA Vaccines,Tokyo Narita Cold,46.716,40.27,0,0.983
REC-01045,2025-05-09,mRNA Vaccines,Tokyo Narita Cold,30.261,30.878,0,0.917
REC-01046,2025-05-02,Enzyme Replacements,Liege Cargo Port,47.275,42.445,0,0.894
REC-01047,2025-02-01,Insulin Analogs,Chicago O'Hare Bio,85.657,102.504,0,0.887
REC-01048,2025-08-15,Cell Therapy Kits,Liege Cargo Port,63.226,55.822,0,0.942
REC-01049,2025-05-31,Insulin Analogs,Frankfurt Pharma Hub,62.471,65.942,0,0.967
REC-01050,2025-11-16,Insulin Analogs,Tokyo Narita Cold,49.458,52.626,0,0.891
REC-01051,2025-11-30,mRNA Vaccines,Tokyo Narita Cold,53.963,61.729,0,0.881
REC-01052,2025-02-04,Monoclonal Antibodies,Liege Cargo Port,20.708,22.871,0,0.933
REC-01053,2025-11-14,Monoclonal Antibodies,Basel Logistics,21.702,18.925,0,0.944
REC-01054,2025-09-20,Cell Therapy Kits,Chicago O'Hare Bio,59.612,66.8,0,0.932
REC-01055,2025-11-05,Cell Therapy Kits,Chicago O'Hare Bio,92.473,102.538,1,0.896
REC-01056,2025-05-02,Enzyme Replacements,Frankfurt Pharma Hub,45.875,43.476,0,0.98
REC-01057,2025-02-05,Monoclonal Antibodies,Tokyo Narita Cold,69.056,92.601,0,0.916
REC-01058,2025-10-24,Cell Therapy Kits,Liege Cargo Port,35.469,35.977,0,0.976
REC-01059,2025-01-22,Monoclonal Antibodies,Frankfurt Pharma Hub,64.295,76.936,0,0.903
REC-01060,2025-09-04,Insulin Analogs,Basel Logistics,44.027,55.608,1,0.881
REC-01061,2025-07-03,Enzyme Replacements,Frankfurt Pharma Hub,22.104,23.656,0,0.98
REC-01062,2025-07-04,mRNA Vaccines,Basel Logistics,26.815,25.128,0,0.959
REC-01063,2025-06-23,Monoclonal Antibodies,Basel Logistics,26.659,25.007,0,0.891
REC-01064,2025-12-13,Insulin Analogs,Frankfurt Pharma Hub,38.763,37.023,0,0.921
REC-01065,2025-07-10,Monoclonal Antibodies,Liege Cargo Port,93.054,125.516,1,0.977
REC-01066,2025-02-03,Monoclonal Antibodies,Basel Logistics,77.566,73.365,0,0.921
REC-01067,2025-11-03,Monoclonal Antibodies,Frankfurt Pharma Hub,74.862,85.617,0,0.912
REC-01068,2025-03-18,Monoclonal Antibodies,Frankfurt Pharma Hub,63.504,62.871,0,0.936
REC-01069,2025-10-27,Monoclonal Antibodies,Frankfurt Pharma Hub,76.697,95.526,0,0.898
REC-01070,2025-07-18,Enzyme Replacements,Chicago O'Hare Bio,52.38,56.682,0,0.921
REC-01071,2025-12-22,Insulin Analogs,Tokyo Narita Cold,32.809,34.465,0,0.944
REC-01072,2025-01-19,Monoclonal Antibodies,Basel Logistics,48.427,46.838,0,0.927
REC-01073,2025-07-13,Monoclonal Antibodies,Chicago O'Hare Bio,31.635,28.23,0,0.912
REC-01074,2025-09-23,Monoclonal Antibodies,Liege Cargo Port,13.497,14.929,0,0.93
REC-01075,2025-08-10,Cell Therapy Kits,Tokyo Narita Cold,36.947,38.469,0,0.906
REC-01076,2025-11-27,Cell Therapy Kits,Frankfurt Pharma Hub,35.034,38.568,0,0.889
REC-01077,2025-05-22,mRNA Vaccines,Frankfurt Pharma Hub,16.065,13.963,0,0.902
REC-01078,2025-06-18,Cell Therapy Kits,Chicago O'Hare Bio,26.205,30.189,0,0.974
REC-01079,2025-10-06,mRNA Vaccines,Chicago O'Hare Bio,33.957,34.749,0,0.984
REC-01080,2025-10-24,mRNA Vaccines,Tokyo Narita Cold,65.598,88.206,0,0.975
REC-01081,2025-04-27,Monoclonal Antibodies,Tokyo Narita Cold,29.866,34.152,0,0.932
REC-01082,2025-08-25,mRNA Vaccines,Chicago O'Hare Bio,81.893,87.167,0,0.926
REC-01083,2025-08-13,Enzyme Replacements,Frankfurt Pharma Hub,41.85,47.657,0,0.984
REC-01084,2025-01-05,Cell Therapy Kits,Chicago O'Hare Bio,29.167,31.0,0,0.964
REC-01085,2025-12-20,Cell Therapy Kits,Chicago O'Hare Bio,59.891,67.904,1,0.895
REC-01086,2025-06-19,Enzyme Replacements,Liege Cargo Port,58.78,61.451,0,0.984
REC-01087,2025-02-02,Insulin Analogs,Basel Logistics,50.356,51.082,0,0.95
REC-01088,2025-06-05,Monoclonal Antibodies,Frankfurt Pharma Hub,67.365,63.243,0,0.946
REC-01089,2025-01-14,Monoclonal Antibodies,Frankfurt Pharma Hub,87.464,91.22,0,0.912
REC-01090,2025-09-26,Insulin Analogs,Frankfurt Pharma Hub,41.335,35.363,0,0.98
REC-01091,2025-07-20,mRNA Vaccines,Basel Logistics,55.599,60.554,0,0.985
REC-01092,2025-04-16,Monoclonal Antibodies,Chicago O'Hare Bio,46.737,56.31,0,0.946
REC-01093,2025-06-08,Monoclonal Antibodies,Liege Cargo Port,70.926,76.563,0,0.989
REC-01094,2025-08-17,Insulin Analogs,Liege Cargo Port,78.643,87.524,0,0.977
REC-01095,2025-08-24,Enzyme Replacements,Frankfurt Pharma Hub,72.67,72.231,0,0.93
REC-01096,2025-12-25,Insulin Analogs,Liege Cargo Port,79.992,101.984,0,0.9
REC-01097,2025-11-13,Insulin Analogs,Tokyo Narita Cold,87.421,82.326,0,0.923
REC-01098,2025-01-23,Monoclonal Antibodies,Chicago O'Hare Bio,85.017,95.123,0,0.887
REC-01099,2025-04-22,Insulin Analogs,Liege Cargo Port,20.305,21.003,0,0.935
REC-01100,2025-06-16,Insulin Analogs,Basel Logistics,31.485,34.729,0,0.888
REC-01101,2025-12-22,Insulin Analogs,Tokyo Narita Cold,39.211,41.159,0,0.884
REC-01102,2025-05-09,Monoclonal Antibodies,Chicago O'Hare Bio,66.975,72.475,0,0.889
REC-01103,2025-12-03,Insulin Analogs,Basel Logistics,50.017,49.495,0,0.972
REC-01104,2025-11-07,Monoclonal Antibodies,Chicago O'Hare Bio,20.553,25.09,0,0.954
REC-01105,2025-01-06,Cell Therapy Kits,Basel Logistics,47.456,44.56,0,0.978
REC-01106,2025-09-30,Insulin Analogs,Frankfurt Pharma Hub,81.103,101.846,0,0.959
REC-01107,2025-02-22,Cell Therapy Kits,Tokyo Narita Cold,14.455,12.32,0,0.964
REC-01108,2025-05-08,Monoclonal Antibodies,Basel Logistics,17.768,18.849,0,0.917
REC-01109,2025-04-09,mRNA Vaccines,Basel Logistics,91.493,82.188,1,0.953
REC-01110,2025-03-27,Insulin Analogs,Liege Cargo Port,19.153,19.413,0,0.901
REC-01111,2025-04-17,Insulin Analogs,Tokyo Narita Cold,20.268,19.394,0,0.899
REC-01112,2025-07-25,Cell Therapy Kits,Frankfurt Pharma Hub,43.081,46.501,0,0.97
REC-01113,2025-11-29,Cell Therapy Kits,Frankfurt Pharma Hub,15.723,15.083,0,0.946
REC-01114,2025-02-22,Enzyme Replacements,Basel Logistics,31.415,28.191,0,0.949
REC-01115,2025-07-18,Monoclonal Antibodies,Chicago O'Hare Bio,24.903,30.652,0,0.988
REC-01116,2025-12-08,mRNA Vaccines,Chicago O'Hare Bio,11.5,15.02,0,0.936
REC-01117,2025-04-30,Enzyme Replacements,Frankfurt Pharma Hub,29.772,34.481,0,0.914
REC-01118,2025-08-08,Enzyme Replacements,Frankfurt Pharma Hub,15.093,15.655,0,0.897
REC-01119,2025-04-15,mRNA Vaccines,Basel Logistics,88.49,101.678,0,0.961
REC-01120,2025-06-18,Cell Therapy Kits,Chicago O'Hare Bio,64.706,79.604,0,0.988
REC-01121,2025-11-28,mRNA Vaccines,Basel Logistics,81.989,83.271,0,0.939
REC-01122,2025-12-07,Monoclonal Antibodies,Liege Cargo Port,84.18,93.502,0,0.949
REC-01123,2025-02-03,mRNA Vaccines,Basel Logistics,14.429,19.422,0,0.894
REC-01124,2025-03-30,Enzyme Replacements,Basel Logistics,30.086,26.749,0,0.914
REC-01125,2025-04-12,Insulin Analogs,Basel Logistics,61.497,61.592,0,0.986
REC-01126,2025-04-14,Insulin Analogs,Frankfurt Pharma Hub,90.836,93.542,1,0.932
REC-01127,2025-08-05,Enzyme Replacements,Tokyo Narita Cold,74.628,94.016,0,0.882
REC-01128,2025-07-15,mRNA Vaccines,Chicago O'Hare Bio,60.591,56.131,0,0.908
REC-01129,2025-08-26,Insulin Analogs,Chicago O'Hare Bio,41.887,48.296,0,0.895
REC-01130,2025-08-29,Monoclonal Antibodies,Basel Logistics,10.355,13.263,0,0.921
REC-01131,2025-07-27,Insulin Analogs,Chicago O'Hare Bio,42.643,42.81,0,0.888
REC-01132,2025-01-20,Insulin Analogs,Liege Cargo Port,23.801,29.31,0,0.965
REC-01133,2025-06-28,Insulin Analogs,Chicago O'Hare Bio,69.199,81.34,0,0.961
REC-01134,2025-05-05,mRNA Vaccines,Chicago O'Hare Bio,63.631,75.607,0,0.951
REC-01135,2025-05-14,Insulin Analogs,Basel Logistics,31.614,36.39,0,0.973
REC-01136,2025-01-07,mRNA Vaccines,Tokyo Narita Cold,43.802,50.069,0,0.937
REC-01137,2025-04-07,Monoclonal Antibodies,Tokyo Narita Cold,31.494,31.529,0,0.952
REC-01138,2025-07-15,Cell Therapy Kits,Tokyo Narita Cold,73.959,97.046,0,0.892
REC-01139,2025-10-21,Monoclonal Antibodies,Chicago O'Hare Bio,73.642,96.84,0,0.914
REC-01140,2025-03-28,mRNA Vaccines,Frankfurt Pharma Hub,15.937,19.095,0,0.952
REC-01141,2025-08-09,Monoclonal Antibodies,Chicago O'Hare Bio,25.844,23.703,0,0.935
